1700013H16Rik,4930570D08Rik,4930579C12Rik,Adap1,Adsl,Anp32e,Asb13,Caln1,Ccnyl1,Chga,Cpne4,Cyp2d10,Dnajb1,En1,Eno1,F830016B08Rik,Fam83d,Gas8,Gcfc2,Gm10230,Gm10642,Gm11832,Gm12907,Gm13944,Gm15922,Gm16564,Gm17508,Gm26542,Gm26877,Gm28154,Gnaq,Gng2,Hacl1,Hcar1,Iah1,Inppl1,Ins1,Irs4,Kirrel3os,Klk8,Krt87,Lilra6,Lmtk2,Lonrf3,Marcks,Mdh2,Mob3b,Myh6,Nat8f1,Neurog2,Noto,Olfr1006,Olfr1290,Olfr612,Olig2,Pdzd2,Podn,Ppia,Ppp1r13l,Ppp1r14a,Prss44,Ptprc,Rbp3,Rcor1,Rpl22l1,Sox17,Sssca1,Tbx19,Tceal5,Tead1,Tgtp2,Tnc,Top3b,Zbtb17
0,0,0,0,0.2087,0,0,0,0,0.2087,0.2087,0,0,0,0,0,0,0,0.2087,0,0,0,0,0,0,0,0,0,0,0,0.59493,0,0,0,0,0.40894,0.40894,0,0,0,0,0,0,0.2087,0.40894,0.76426,0,0.2087,0,0.2087,0.2087,0,0,0,0,0.2087,0,1.1789,0,0,0,0,0.2087,0,0,0,0,0.2087,0,0.2087,0,0,0.2087,0
0,0,0,0,0.19795,0,0,0,0,0,0.19795,0,0,0,0.19795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38863,0,0,0,0.19795,0,0,1.3471,0,0,0,0,0,0,0,0,0,0,0,0,1.2458,0,0,0,0,0,0,0,0,0,0.19795,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.38753,0,0.56535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56535,0,0,0,0,0.72844,0,0,0,0,0,0,0,0,1.5235,0.38753,0,0,0,0,0,0,0,0,0,0,0,1.0108,0,0.38753,0,0,0,0,0.56535,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.19511,0,0,0,0.38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19511,0,0,0,0,0,0.19511,0,0.19511,0,0,0,0,0,0.8684,0,0,0,0,0,0,0,0,0,0,0,0,0.55941,0,0,0,0,0,0,0,0.19511,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.17015,1.1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49273,0,0,0,0.17015,0,4.5474,0,0,0,0,0,0,0,0.17015,0,0,0,0,0,0,0,0,0,0,0,0,1.1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.1897,0,0,0.37297,0.1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1897,0,0.7038,0.84861,0,0,0,0,0,0,0,0,0,0.37297,0,0.7038,0,0,0,0,0,0,0.1897,0,0,0,0,0.37297,0,0,0,0
0,0,0,0,0,0,0,0,0,0.20216,0,0,0,0,0.3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20216,0,0,0,0,0.20216,0,0,0,0,0,0,0,0,0.74369,0.20216,0.20216,0,0,0,0,0,0,0,0,0,0,0.89384,0,0,0.20216,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40017,0,0,0,0,0.20405,0.40017,0,0,0.20405,0,0,0,0,1.0368,0,0,0,0,0,0,0,0,0,0,0,0,0.20405,0,0.20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.71965,0,0,0,0.86662,0.19462,0,0,0,0.38231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38231,0,0,0,0,0,3.1421,0,0,0,0,0,0.19462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3321,0,0,0,0.19462,0,0,0.38231,0,0,0,0,0.19462,0,0,0,0
0,0,0,0,0,0.4091,0.20878,0,0,1.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20878,0,0,0,0,0,3.6672,0,0,0,0,0,0,0,0.20878,0.20878,0,0,0,0,0,0,0,0,0,0,0,0.91734,0,0,0,0.20878,0,0,0,0,0,0,0,0.20878,0,0,0,0.20878
0,0,0,0,0,0,0,0,0,0,0.21411,0,0,0,0.21411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21411,0.41912,0.21411,0,0,0,0,0,0,0,0,0,0,0,0,0.60892,0.60892,0.21411,0,0.41912,0,0,0,0,0,0,0,0,0.21411,0,0,0,0,0.21411,0,0.21411,0,0,0,0,0,0,0,0.21411,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21155,0,0,0,0,0,0,0,0,0.21155,0,0,0,0,0,0,0,0,0,0,0,0,1.1903,0,0.4143,0,0,0,0,0.21155,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.018,0.1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1401,0,0,0,0,0,0,0,0,0.1992,0,0,0,0,1.018,0.391,0,0,0,0,0,0,0,0,0,0,0,0.391,0,0,0,0,0,0,0.391,0,0.1992,0,0,0,0,0,0,0
0,0,0,0,0,0,0.20339,0,0,0,0.20339,0,0,0,0.39892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20339,0,0,0,0,0,0,0,0,0,0,0,0.20339,0,0.58111,0.20339,0,0,0,0,0,0,0,0,0,0,0,0.58111,0,0,0,0,0,0.20339,0,0,0,0,0,0.20339,0,0.20339,0.20339,0
0,0,0,0,0,0.19161,0,0.19161,0.19161,0.55019,0,0,0,0.19161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19161,0,0,0,0.37661,3.6528,0,0,0,0,0,0,0,0.19161,0.37661,0,0,0,0,0,0,0,0,0,0.19161,0,2.195,0,0,0,0,0,0,0,0.19161,0,0,0,0.19161,0,0,0,0
0,0,0,0,0,0,0,0,0,0.40571,0,0,0,0,0.40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40571,0,0,0,0,0,0,0,0,0,0,0,0,0.20698,0.40571,0,0,0,0,0,0.20698,0,0.20698,0,0,0,0,0.20698,0,0,0,0,0,0,0.20698,0,0,0,0,0,0,0,0,0
0,0,0,0,0.20944,0,0,0,0,0,0.20944,0,0,0,0.41033,0,0,0,0,0,0,0,0,0,0,0.20944,0,0,0,0,0,0,0,0.20944,0,0.20944,0,0,0,0,0,0,0,0,1.1818,0,0,0,0,0,0,0,0,0,0,0,0.41033,1.8692,0,0,0,0,0,0,0,0.20944,0.20944,0,0,0,0,0,0,0
0,0,0.20099,0,0,0.88965,0,0,0,1.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39439,0,0,0,0,0,0.20099,0,0,0,0,0,0,0,0.39439,0,0,0,0,0,0,0,0,0,0,0,0,1.1475,0,0,0,0,0,0.20099,0.20099,0,0,0,0,0.20099,0,0,0,0
0,0,0,0,0,0,0,0,0,0.64771,0,0,0,0,0.22931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82754,0,0,0,0,0.64771,0.22931,0,0,0,0,0,0,0,0.82754,0.22931,0,0,0,0,0,0,0,0,0,0,0,1.6636,0,0,0,0,0,0.22931,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7524,0,0,0,0,0,0,0,0,1.6384,0,0,0,0,0,0,0,0,0,0,0,0,1.713,0,0.20492,0,0,0,0.20492,0,0,0.20492,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.1892,0,0.1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1892,0,0,0,0,0.54379,0,0,0,0,0,0,0,0,0.54379,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,0,0,0,0.1892,0,0.1892,0.1892,0,0,0,0,0,0,0,0
0,0,0,0,0,0.41447,0,0,0,0.77343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21164,0,0.41447,0,0,0,0.60253,0,0,0,0,0,0,0,0.21164,0.21164,0,0,0,0,0,0,0,0,0,0,0,0.77343,0,0,0,0,0,0,0,0,0,0,0,0.21164,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.45177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65343,0,0,0,0,0,0,0,0,0.83435,0,0,0,0,0,0,0,0,0,0.23157,0,0,1.1391,0,0.23157,0,0.23157,0,0,0.23157,0,0,0,0,0.23157,0,0,0,0
0,0,0,0,0,0,0,0,0,1.2872,0,0,0,0,0.20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40699,0,0,0,0,0,0.20767,0,0,0,0,0,0,0,1.2872,0.20767,0,0,0,0,0,0,0,0,0,0.20767,0.20767,0.59225,0.20767,0,0,0,0,0,0.40699,0,0,0,0,0,0,0,0.20767,0.20767
0,0,0,0,0,0,0,0,0,0.21115,0,0,0,0,0.21115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21115,0,0.41355,0,0,0,0,0.21115,0,0,0,0,0,0,0,1.0639,0.21115,0,0,0,0,0,0,0,0,0,0.21115,0,1.3017,0,0,0,0,0,0,0,0.21115,0,0.41355,0,0,0,0,0,0
0,0,0,0.21177,0,0,0.41472,0.21177,0,0,0,0,0,0,0.41472,0.21177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21177,0,0.21177,0,0,0,0,0,0,0,0,0,0.21177,0,0.60288,0.21177,0,0,0,0,0.21177,0,0,0,0,0,0,0.77384,0,0,0,0.21177,0,0,0,0,0.21177,0,0,0.21177,0,0,0,0
0,0,0,0,0.46115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66613,0,0,0,0,0,0,0.23662,0,0,0,0,0,0.23662,0,0,0,0,0,0,0,0,0.66613,0,0,0,0,0.23662,0.23662,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.65938,0,0,0,0,0,0,0,0,0,0,0,0.23393,0,0,0,0,0,0,0,0,0.45616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84142,0,0,0,0,0,0,0,0,0,0,0,0,1.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.21106,0.41339,0,0,0,0.92533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0636,0.21106,0,0,0,0,0,0,0,0,0,0,0,0.77163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.22612,0,0,0,0,0.22612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44161,0.22612,0,0,0,0,0,0,0,0,0,0,0,0.81791,0,0.22612,0,0.22612,0,0.44161,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.90694,0.40355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20584,0,0,0,0,3.4899,0,0,0,0,0,0,0,0,0.20584,0.20584,0,0,0,0,0,0,0,0,0,0,1.0437,0,0,0,0.40355,0,0,0.20584,0,0.20584,0,0,0,0,0,0.20584,0
0,0,0,0,0,0.22683,0,0,0,0,0,0,0,0.22683,0.44294,0.22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22683,0,0,0,0,0,0,0,0,0.22683,0,0.22683,0,0,0,0,0,0,0,0,0,0,0.82007,0,0,0,0,0,0.22683,0,0,0,0,0,0.22683,0,0,0,0
0,0,0,0,0,0.45009,0,0,0,0.45009,0,0,0,0,0,0,0,0,0,0,0,0.23067,0,0,0,0,0,0,0,0,1.4851,0,0,0,0,0,0.23067,0,0,0,0,0,0,0,0.65116,0,0.23067,0,0,0,0,0,0,0,0,0,0,1.1358,0,0,0,0.23067,0,0,0,0,0,0,0,0,0,0,0,0
0.20749,0,0,0.20749,0,0,0,0,0,0.5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20749,0,0,0,0,0,0,0,0,0,0,0.40667,0,0,0,0,0,0.5918,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.84435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23491,0,0,0,0,0,0,0,0.23491,0,0,0,0,0,0.23491,0,0,0,0,0,0,0,0,0,0,0,1.5981,0,0,0,0,0,0,0.23491,0.45798,0.66185,0,0,0.45798,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23146,0,0.23146,0,0,0,0,0,0,0,0,0.45157,0,0,0,0,0,0,0,0,0,0,0,0.23146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.24132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24132,0,0.24132,0,0,0,0,0,0,0,0,0,0,0,0,1.0277,0,0,0,0,0,0,0,0,0,0,0,0,0.24132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.18892,0,0,0,0,0,0,0,0.37148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54304,0,0,0,0,0,0.18892,0,0,0,0,0,0,0,1.4834,0.18892,0,0.18892,0,0,0,0,0,0,0,0.18892,0,1.889,0,0,0,0,0,0.18892,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.22678,0.44284,0.44284,0,0,0.97939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64131,0,0,0,0,0,0,0,0,0,0,0,0,1.3648,0,0,0,0.44284,0,0,0,0,0,0,0,0,0,0,0,0.22678
0,0,0,0,0,0,0,0.49465,0,0,0.25477,0,0.25477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25477,0,0,0,0,0,0,1.3518,0,0,0,0,0,0,0,0,0,0,0,0,0.71113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25477
0,0,0,0,0,0,0,0,0,0.48233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24807,0,0,0,0,0,0,0.24807,0,0,0,0,0,0,0,0,0,0,0,1.3281,0.69465,0,0,0,0,0,0,0,0,0,0,0,1.4459,0,0,0,0,0,0.24807,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.84045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23361,0,0,0,0,0,0.23361,0,0,0,0,0,0,0,0,1.1463,0.23361,0,0,0,0,0,0,0,0,0,0,0,1.0023,0,0,0,0,0,0.23361,0,0,0,0,0,0.45555,0,0.23361,0,0
0,0,0,0,0,0,0,0.23983,0.23983,0.46709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23983,0.46709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85894,1.0228,0,0,0,0,0,0,0,0,0,0,0,1.521,0,0,0,0,0,0,0.46709,0,0,0.23983,0,0,0,0,0,0
0,0,0,0,0.21641,0.61483,0,0.21641,0.21641,0,0,0,0,0,0.21641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21641,0,0,0,0,0,0,0,0,0,0,0,0,1.3233,0,0,0,0,0,0,0.42344,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24011,0,0,0,0,0.24011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24011,0.46762,0,0.24011,0,0,0.46762,0,0,0,0,0,0,0.24011,0,0,0,0
0,0,0,0,0,0,0,0,0,0.80549,0.22204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22204,0,0.22204,0,0,0,2.8633,0,0,0,0,0,0,0,0,0.43398,0.22204,0,0,0,0,0,0,0,0,0,0,0.22204,0.96328,0,0,0,0,0,0.22204,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.24126,0.46974,0,0,0.24126,0,0,0,0,0,0.24126,0,0,0.24126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24126,0.46974,0,0,0.24126,0,0,0,0,0,0,0,0,0.24126,0,0,0,0,0,0,0,0,0.46974,0,0,0,0,0,0,0
0,0,0,0,0,0.23237,0,0.23237,0,0.23237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23237,0,0,0,0.23237,0.83675,0,0,0,0,0,0,0.23237,0,0.83675,0,0.45325,0,0,0,0,0,0,0,0,0,0,0.65545,0,0,0,0,0,0,0.23237,0,0,0,0,0.23237,0,0,0.23237,0
0,0,0,0,0,0,0,0,0,1.2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0.268,0.268,0,0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,0.51885,0.74331,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.23824,0,0,0,0.23824,0,0,0.23824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23824,0,0,0,0,0,0,0.46415,0,0,0,0,0,0,0,0,0,0,0,0,0.23824,0,0.46415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.27153,0,0,0,0,0.27153,0,0,0,0.27153,0,0,0,0,0.27153,0,0,0,0,0,0,0,0,0,0,0,0.27153,0,0,0,0,0,0,0,0,0.75178,0.75178,0,0,0,0,0,0,0,0,0,0,0,0.27153,0,0,0,0.52526,0,0.95001,0.27153,0,0,0,0,0.27153,0,0,0,0
0,0,0,0,0,0.27733,0,0,0,0.53579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27733,0,0,0,0,0,0,0.53579,0,0,0,0,0.53579,0,0,0,0,0,0,0,0,1.1406,0,0,0,0,0,0,0,0,0,0,0,0,1.8465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.24698,0,0,0.87996,0,0,0,0,0.24698,0,0.24698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24698,0,0,0.24698,0,0,0,0,0,0,0,0,1.1931,0,0,0,0,0,0,0,0,0,0,0,0,0.87996,0,0,0.24698,0.48032,0,0,0.87996,0,0,0,0,0.48032,0,0,0,0
0,0,0,0,0,0,0,0,0,0.84779,0,0,0,0,0,0,0,0.46012,0,0,0,0,0,0,0,0,0,0,0,0,0.23607,0,0,0,0,0.46012,0.66475,0,0,0,0,0,0,0,1.2844,0.23607,0,0,0,0,0,0,0,0,0,0,0,0.84779,0,0,0,0,0,0.23607,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.2383,0,0.67033,0,0,0.2383,0,0,0,0,0.2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2383,0,0,0,0.67033,0.2383,0,0,0,0,0,0,0,0.46426,0.2383,0,0,0,0,0,0,0,0,0,0,0,1.0178,0.2383,0,0,0.2383,0,0,0.2383,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.27167,0,0,0,0.27167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27167,0,0.27167,0.52553,0,0,0,0,0,0,0,0,0.27167,0,0.27167,0,0,0,0,0,0,0,0,0,0,0.52553,0,0,0,0,0,0,0.52553,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.70211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4879,0,0,0,0,0,0,0.2511,0,0.2511,0.2511,0,0,0,0,0,0,0,0,0,0.2511,0,0.89192,0,0,0,0,0,0,0.2511,0,0,0,0,0.4879,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27499,0,0,0,0,0,0,0,0,0,0,0,0,0.27499,0,0,0.27499,0,0,0,0,0.27499,0.27499,0,0,0,0,0,0.27499,0,0,0,0,0,0,0,0,0,0,0.27499,0,0,0,1.1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.27672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27672,0,0,0,0,0,0,0.27672,0,0,0,0.27672
0,0,0,0,0.26772,0,0,0.26772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26772,0,0,0.26772,0,0,0.26772,0,0,0,0,0,0,0,0,1.2625,0,0,0,0,0,0,0,0,0,0,0,0,0.93935,0,0,0,0,0,0.26772,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.26061,0,0,0.26061,0,0,0,0,0,0,0,0,0.26061,0,0,0,0,0,0,0,0,0,0,0.26061,0,0,0,0,0,1.3721,0,0,0,0.50536,0,0,0,0,0.50536,0,0,0,0,0,0,0,0,0,0,0,0,0.72541,0,0,0,0,0,0,0.26061,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.23574,0,0,0,0.23574,0.23574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23574,0,0,0,0.23574,0,0,0,0,0,0,0,0,0,0,0,0.66392,0,0,0,0,0.23574,0,0,0,0,0,0,0,0.66392,0.23574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.26183,0,0,0,0,0,0.26183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72836,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2431,0,0,0,0,0,0,0,0,0,0,0,0,0.26183,0,0.50758,0,0.26183,0,0,0.9227,0,0,0,0,0,0,0.26183,0,0
